Row.ID,Date,Plot,Species,Species_Code,Unique.Plant.ID,Life_Form,Per_Cover,Density,Per_Bud,Per_FL,Per_Fru,Per_Bare,Pre_Litter,NOTES
988,8/31/21,BOCO.9A,,SAWBLADE,BOCO.9A,FORB,0.5,2,,0,100,99,0.5,
697,9/3/21,BOCU.10,,BOCU,BOCU.10,GRASS,40,2,,100,100,3,90,
698,9/3/21,BOCU.10,,URAR,BOCU.10,GRASS,2,2,,100,100,3,90,
699,9/3/21,BOCU.10,,KAGR,BOCU.10,FORB,12,2,,50,100,3,90,
700,9/3/21,BOCU.10,,IPOMEA INDIGO,BOCU.10,FORB,60,5,,100,100,3,90,
701,9/3/21,BOCU.10,,CLCO,BOCU.10,FORB,3,6,,0,16.6,3,90,
702,9/3/21,BOCU.10,,AMCO,BOCU.10,FORB,1,1,,0,0,3,90,
703,9/3/21,BOCU.10,,CHFL,BOCU.10,FORB,1,1,,100,100,3,90,
1329,9/14/21,BOCU.10B,,CAER,BOCU.10B,SHRUB,25,3,,0,0,30,60,
1330,9/14/21,BOCU.10B,,BOCU,BOCU.10B,GRASS,20,1,,0,100,30,60,
1331,9/14/21,BOCU.10B,,TILA,BOCU.10B,FORB,15,3,,0,100,30,60,
1332,9/14/21,BOCU.10B,,AMPA,BOCU.10B,FORB,2,1,,0,100,30,60,
1333,9/14/21,BOCU.10B,,BOER,BOCU.10B,GRASS,3,3,,0,100,30,60,
1334,9/14/21,BOCU.10B,,SIDA,BOCU.10B,FORB,2,3,,0,100,30,60,
1335,9/14/21,BOCU.10B,,BUFFEL LIKE,BOCU.10B,GRASS,10,4,,0,100,30,60,
1336,9/14/21,BOCU.10B,,BOAR,BOCU.10B,GRASS,5,4,,0,100,30,60,
1337,9/14/21,BOCU.10B,,ARAD,BOCU.10B,GRASS,2,2,,0,100,30,60,
1338,9/14/21,BOCU.10B,,ERLE,BOCU.10B,GRASS,2,3,,0,100,30,60,
1339,9/14/21,BOCU.10B,,MOVE,BOCU.10B,FORB,3,15,,0,100,30,60,
1340,9/14/21,BOCU.10B,,CHHY,BOCU.10B,FORB,2,1,,0,100,30,60,
1341,9/14/21,BOCU.10B,,ARTE,BOCU.10B,GRASS,1,1,,0,100,30,60,
1193,9/17/21,BOCU.12B,,GUSA,BOCU.12B,SHRUB,30,1,,100,0,2,95,
1194,9/17/21,BOCU.12B,,SAIB,BOCU.12B,FORB,6,1,,100,100,2,95,
1195,9/17/21,BOCU.12B,,AMPA,BOCU.12B,FORB,5,1,,0,100,2,95,
1196,9/17/21,BOCU.12B,,AMCO,BOCU.12B,FORB,5,2,,100,100,2,95,
1197,9/17/21,BOCU.12B,,ERLE,BOCU.12B,GRASS,3,3,,0,100,2,95,
1198,9/17/21,BOCU.12B,,URAR,BOCU.12B,GRASS,2,3,,0,100,2,95,
1199,9/17/21,BOCU.12B,,MOVE,BOCU.12B,FORB,5,10,,0,100,2,95,
1200,9/17/21,BOCU.12B,,TILA,BOCU.12B,FORB,5,2,,0,100,2,95,
1201,9/17/21,BOCU.12B,,BOCU,BOCU.12B,GRASS,3,1,,0,100,2,95,
440,9/8/21,BOCU.13B,,BOCO,BOCU.13B,FORB,25,3,,100,100,1,95,
441,9/8/21,BOCU.13B,,URAR,BOCU.13B,GRASS,3,7,,0,100,1,95,
442,9/8/21,BOCU.13B,,ERLE,BOCU.13B,GRASS,40,10,,100,100,1,95,
443,9/8/21,BOCU.13B,,KAGR,BOCU.13B,FORB,40,3,,66.6,100,1,95,
444,9/8/21,BOCU.13B,,AMPA,BOCU.13B,FORB,1,1,,0,100,1,95,
445,9/8/21,BOCU.13B,,SAIB,BOCU.13B,FORB,4,3,,100,100,1,95,
446,9/8/21,BOCU.13B,,AMCO,BOCU.13B,FORB,1,1,,0,0,1,95,
447,9/8/21,BOCU.13B,,MOVE,BOCU.13B,FORB,30,30,,0,0,1,95,
448,9/8/21,BOCU.13B,,DICA,BOCU.13B,GRASS,2,1,,0,100,1,95,
449,9/8/21,BOCU.13B,,SIDA,BOCU.13B,FORB,1,1,,0,100,1,95,
1202,9/17/21,BOCU.13Ba,,BOCU,BOCU.13Ba,GRASS,18,1,,0,100,40,50,
1203,9/17/21,BOCU.13Ba,,KAGR,BOCU.13Ba,FORB,12,3,,0,100,40,50,
1204,9/17/21,BOCU.13Ba,,CHFL,BOCU.13Ba,FORB,2,2,,100,100,40,50,
1205,9/17/21,BOCU.13Ba,,FAME,BOCU.13Ba,FORB,5,1,,0,100,40,50,
1206,9/17/21,BOCU.13Ba,,IPOMEA INDIGO,BOCU.13Ba,FORB,5,1,,0,100,40,50,
1207,9/17/21,BOCU.13Ba,,PAVI,BOCU.13Ba,GRASS,2,2,,0,100,40,50,
306,9/19/21,BOCU.14B,,BOCU,BOCU.14B,GRASS,8,2,,0,100,15,45,
307,9/19/21,BOCU.14B,,CHHY,BOCU.14B,FORB,5,3,,0,100,15,45,
308,9/19/21,BOCU.14B,,URAR,BOCU.14B,GRASS,4,2,,0,100,15,45,
309,9/19/21,BOCU.14B,,CAER,BOCU.14B,SHRUB,30,2,,0,0,15,45,
310,9/19/21,BOCU.14B,,ERLE,BOCU.14B,GRASS,5,5,,0,100,15,45,
311,9/19/21,BOCU.14B,,MOVE,BOCU.14B,FORB,5,8,,0,100,15,45,
312,9/19/21,BOCU.14B,,OPP. LEAF WHITE FL HEAD,BOCU.14B,FORB,2,2,,0,100,15,45,
313,9/19/21,BOCU.14B,,TILA,BOCU.14B,FORB,40,3,,0,100,15,45,
314,9/19/21,BOCU.15B,,CAER,BOCU.15B,SHRUB,20,2,,0,0,18,60,
315,9/19/21,BOCU.15B,,URAR,BOCU.15B,GRASS,8,3,,0,100,18,60,
316,9/19/21,BOCU.15B,,ERLE,BOCU.15B,GRASS,3,4,,0,100,18,60,
317,9/19/21,BOCU.15B,,SAIB,BOCU.15B,FORB,1,1,,100,100,18,60,
318,9/19/21,BOCU.15B,,AMPA,BOCU.15B,FORB,2,1,,0,100,18,60,
319,9/19/21,BOCU.15B,,BOER,BOCU.15B,GRASS,2,2,,0,100,18,60,
320,9/19/21,BOCU.15B,,POOL,BOCU.15B,FORB,2,2,,0,100,18,60,
321,9/19/21,BOCU.15B,,POUM,BOCU.15B,FORB,2,1,,0,100,18,60,
322,9/19/21,BOCU.15B,,BOCU,BOCU.15B,GRASS,20,2,,50,100,18,60,
592,9/3/21,BOCU.2A,,FAME,BOCU.2A,FORB,2,1,,0,0,5,90,
593,9/3/21,BOCU.2A,,BOCU,BOCU.2A,GRASS,15,1,,100,100,5,90,
594,9/3/21,BOCU.2A,,GUSA,BOCU.2A,SHRUB,5,1,,0,0,5,90,
595,9/3/21,BOCU.2A,,URAR,BOCU.2A,GRASS,1,2,,0,100,5,90,
596,9/3/21,BOCU.2A,,AMCO,BOCU.2A,FORB,3,5,,0,0,5,90,
597,9/3/21,BOCU.2A,,PAVI,BOCU.2A,GRASS,2,3,,100,100,5,90,
598,9/3/21,BOCU.2A,,ERLE,BOCU.2A,GRASS,3,4,,100,100,5,90,
599,9/3/21,BOCU.2A,,POOL,BOCU.2A,FORB,4,3,,0,100,5,90,
600,9/3/21,BOCU.2A,,SAIB,BOCU.2A,FORB,8,7,,0,100,5,90,
601,9/3/21,BOCU.2A,,BOER,BOCU.2A,GRASS,3,2,,100,100,5,90,
602,9/3/21,BOCU.2A,,CHHY,BOCU.2A,FORB,1,1,,100,100,5,90,
603,9/3/21,BOCU.2A,,BOAR,BOCU.2A,GRASS,3,2,,0,100,5,90,
604,9/3/21,BOCU.2A,,POUM,BOCU.2A,FORB,3,3,,0,100,5,90,
605,9/3/21,BOCU.2A,,MOVE,BOCU.2A,FORB,5,10,,0,100,5,90,
606,9/3/21,BOCU.2A,,CAER,BOCU.2A,SHRUB,3,2,,0,0,5,90,
607,9/3/21,BOCU.2A,,AMPA,BOCU.2A,FORB,1,1,,0,100,5,90,
608,9/3/21,BOCU.2A,,OPP. LEAF SHRUB,BOCU.2A,SHRUB,15,1,,0,0,5,90,
536,9/8/21,BOCU.39,,BOCO,BOCU.39,FORB,20,1,,100,100,60,30,
537,9/8/21,BOCU.39,,CHFR,BOCU.39,FORB,3,1,,100,100,60,30,
538,9/8/21,BOCU.39,,AMPA,BOCU.39,FORB,60,49,,0,100,60,30,
539,9/8/21,BOCU.39,,EUPHORB WHORLED LG.,BOCU.39,FORB,1,1,,0,100,60,30,
540,9/8/21,BOCU.39,,AMCO,BOCU.39,FORB,3,2,,0,0,60,30,
692,9/3/21,BOCU.3A,,DICA,BOCU.3A,GRASS,3,1,,100,100,2,80,
693,9/3/21,BOCU.3A,,BOCU,BOCU.3A,GRASS,70,1,,100,100,2,80,
694,9/3/21,BOCU.3A,,IPOMEA INDIGO,BOCU.3A,FORB,40,3,,100,100,2,80,
695,9/3/21,BOCU.3A,,CLCO,BOCU.3A,FORB,1,2,,0,50,2,80,
696,9/3/21,BOCU.3A,,KAGR,BOCU.3A,FORB,8,3,,0,100,2,80,
531,9/8/21,BOCU.49,,BOCU,BOCU.49,GRASS,18,2,,100,100,55,35,
532,9/8/21,BOCU.49,,AMCO,BOCU.49,FORB,5,2,,0,0,55,35,
533,9/8/21,BOCU.49,,AMPA,BOCU.49,FORB,60,62,,0,100,55,35,
534,9/8/21,BOCU.49,,CHFR,BOCU.49,FORB,3,1,,0,100,55,35,
535,9/8/21,BOCU.49,,ERLE,BOCU.49,GRASS,0.5,1,,0,100,55,35,
580,9/3/21,BOCU.70,,BOCU,BOCU.70,GRASS,15,1,,100,100,10,80,
581,9/3/21,BOCU.70,,CAER,BOCU.70,SHRUB,15,2,,0,0,10,80,
582,9/3/21,BOCU.70,,SIDA,BOCU.70,FORB,3,4,,0,100,10,80,
583,9/3/21,BOCU.70,,BOAR,BOCU.70,GRASS,2,2,,0,100,10,80,
584,9/3/21,BOCU.70,,ERLE,BOCU.70,GRASS,1,4,,100,100,10,80,
585,9/3/21,BOCU.70,,UNK,BOCU.70,UNK,2,1,,100,100,10,80,
586,9/3/21,BOCU.70,,URAR,BOCU.70,GRASS,2,2,,100,100,10,80,
587,9/3/21,BOCU.70,,EVAZ,BOCU.70,FORB,1,4,,100,100,10,80,
588,9/3/21,BOCU.70,,SAIB,BOCU.70,FORB,1,1,,100,100,10,80,
589,9/3/21,BOCU.70,,ARAD,BOCU.70,GRASS,1,1,,100,100,10,80,
590,9/3/21,BOCU.70,,ARTE,BOCU.70,GRASS,1,1,,100,100,10,80,
591,9/3/21,BOCU.70,,PAVI,BOCU.70,GRASS,1,1,,100,100,10,80,
371,9/13/21,BOCU.7A,,BOCU,BOCU.7A,GRASS,20,1,,0,100,50,40,
372,9/13/21,BOCU.7A,,MATA,BOCU.7A,FORB,5,2,,100,100,50,40,
373,9/13/21,BOCU.7A,,CAER,BOCU.7A,SHRUB,20,2,,0,0,50,40,
374,9/13/21,BOCU.7A,,POOL,BOCU.7A,FORB,15,9,,0,100,50,40,
375,9/13/21,BOCU.7A,,ERLE,BOCU.7A,GRASS,8,5,,100,100,50,40,
376,9/13/21,BOCU.7A,,CHHY,BOCU.7A,FORB,3,2,,0,100,50,40,
377,9/13/21,BOCU.7A,,FAME,BOCU.7A,FORB,1,1,,0,0,50,40,
378,9/13/21,BOCU.7A,,CURLY,BOCU.7A,GRASS,3,1,,0,100,50,40,
379,9/13/21,BOCU.7A,,ERAB,BOCU.7A,FORB,2,1,,0,100,50,40,
380,9/13/21,BOCU.7A,,BUFFEL LIKE,BOCU.7A,GRASS,2,1,,0,100,50,40,
381,9/13/21,BOCU.7A,,BOAR,BOCU.7A,GRASS,5,4,,0,100,50,40,
382,9/13/21,BOCU.7A,,URAR,BOCU.7A,GRASS,1,2,,0,100,50,40,
383,9/13/21,BOCU.7A,,PAVI,BOCU.7A,GRASS,1,1,,0,100,50,40,
384,9/13/21,BOCU.7A,,CHFR,BOCU.7A,FORB,1,1,,0,100,50,40,
385,9/13/21,BOCU.7A,,ARAD,BOCU.7A,GRASS,1,1,,0,100,50,40,
408,9/13/21,BOCU.8B,,BOCU,BOCU.8B,GRASS,20,1,,0,100,30,60,
409,9/13/21,BOCU.8B,,PAVI,BOCU.8B,GRASS,20,2,,0,100,30,60,
410,9/13/21,BOCU.8B,,KAGR,BOCU.8B,FORB,12,2,,0,100,30,60,
411,9/13/21,BOCU.8B,,SIDA #2,BOCU.8B,FORB,3,5,,0,100,30,60,
412,9/13/21,BOCU.8B,,TILA,BOCU.8B,FORB,2,2,,0,100,30,60,
413,9/13/21,BOCU.8B,,CAER,BOCU.8B,SHRUB,8,2,,0,100,30,60,
414,9/13/21,BOCU.8B,,MOVE,BOCU.8B,FORB,40,60,,0,100,30,60,
415,9/13/21,BOCU.8B,,CHHY,BOCU.8B,FORB,3,6,,0,100,30,60,
416,9/13/21,BOCU.8B,,SIDA,BOCU.8B,FORB,4,3,,0,100,30,60,
417,9/13/21,BOCU.8B,,AMPA,BOCU.8B,FORB,1,3,,0,100,30,60,
1342,9/14/21,BOCU.916,,BOCU,BOCU.916,GRASS,30,1,,0,100,40,30,
1343,9/14/21,BOCU.916,,KAGR,BOCU.916,FORB,25,4,,0,100,40,30,
1344,9/14/21,BOCU.916,,ERLE,BOCU.916,GRASS,5,3,,0,100,40,30,
1345,9/14/21,BOCU.916,,IPOMEA INDIGO,BOCU.916,FORB,5,2,,0,100,40,30,
1346,9/14/21,BOCU.916,,BOAR,BOCU.916,GRASS,5,4,,0,100,40,30,
1347,9/14/21,BOCU.916,,CAER,BOCU.916,SHRUB,30,2,,0,0,40,30,
1323,9/14/21,BOCU.G51,,BOCU,BOCU.G51,GRASS,30,1,,100,100,30,60,
1324,9/14/21,BOCU.G51,,MOVE,BOCU.G51,FORB,5,20,,0,100,30,60,
1325,9/14/21,BOCU.G51,,HETEROPOGON,BOCU.G51,GRASS,20,4,,100,100,30,60,
1326,9/14/21,BOCU.G51,,KAGR,BOCU.G51,FORB,12,3,,0,100,30,60,
1327,9/14/21,BOCU.G51,,BOAR,BOCU.G51,GRASS,5,5,,0,100,30,60,
1328,9/14/21,BOCU.G51,,TILA,BOCU.G51,FORB,3,1,,0,100,30,60,
1688,8/24/21,CURLY.10A,,SIDA,CURLY.10A,FORB,1,3,,0,0,80,5,
1689,8/24/21,CURLY.10A,ERIOGONUM DEFLEXUM,ERDE,CURLY.10A,FORB,5,5,,100,100,80,5,
1690,8/24/21,CURLY.10A,,ALIN,CURLY.10A,FORB,3,2,,100,100,80,5,
1691,8/24/21,CURLY.10A,,BOAR,CURLY.10A,GRASS,2,5,,100,100,80,5,
1692,8/24/21,CURLY.10A,,CAER,CURLY.10A,SHRUB,10,3,,0,0,80,5,
1693,8/24/21,CURLY.10A,,ARAD,CURLY.10A,GRASS,2,3,,100,0,80,5,
1694,8/24/21,CURLY.10A,,BOER,CURLY.10A,GRASS,1,1,,100,100,80,5,
1695,8/24/21,CURLY.10A,,ERAB,CURLY.10A,FORB,2,1,,100,100,80,5,
1696,8/24/21,CURLY.10A,,URAR,CURLY.10A,GRASS,1,1,,100,100,80,5,
1697,8/24/21,CURLY.10A,,CURLY,CURLY.10A,GRASS,1,1,,100,100,80,5,
1698,8/24/21,CURLY.11A,,CURLY,CURLY.11A,GRASS,5,3,,100,100,40,50,
1699,8/24/21,CURLY.11A,,IPOMEA INDIGO,CURLY.11A,FORB,8,2,,100,0,40,50,
1700,8/24/21,CURLY.11A,,ERLE,CURLY.11A,GRASS,5,6,,100,0,40,50,
1701,8/24/21,CURLY.11A,,PAVI,CURLY.11A,GRASS,1,1,,100,100,40,50,
1702,8/24/21,CURLY.11A,,BOAR,CURLY.11A,GRASS,2,4,,100,100,40,50,
1703,8/24/21,CURLY.11A,,KAGR,CURLY.11A,FORB,5,1,,100,100,40,50,
1704,8/24/21,CURLY.11A,,CAER,CURLY.11A,SHRUB,20,1,,0,0,40,50,
1705,8/24/21,CURLY.11A,,TILA,CURLY.11A,FORB,?,7,,100,100,40,50,
1706,8/24/21,CURLY.11A,,IPOMEA PINK,CURLY.11A,FORB,2,1,,100,0,40,50,
1707,8/24/21,CURLY.11A,,MATA,CURLY.11A,FORB,1,2,,100,0,40,50,
1708,8/24/21,CURLY.11A,,MOVE,CURLY.11A,FORB,4,10,,100,100,40,50,
1709,8/24/21,CURLY.11A,,SIDA,CURLY.11A,FORB,1,1,,0,0,40,50,
1710,8/24/21,CURLY.11A,,CHFR,CURLY.11A,FORB,10,11,,100,0,40,50,
1712,8/24/21,CURLY.12A,,CURLY,CURLY.12A,GRASS,2,2,,100,100,75,5,
1713,8/24/21,CURLY.12A,,SIDA,CURLY.12A,FORB,1,1,,100,100,75,5,
1714,8/24/21,CURLY.12A,,CAER,CURLY.12A,SHRUB,8,3,,0,0,75,5,
1715,8/24/21,CURLY.12A,,BOER,CURLY.12A,GRASS,8,3,,100,100,75,5,
1716,8/24/21,CURLY.12A,,BOAR,CURLY.12A,GRASS,3,5,,100,100,75,5,
1717,8/24/21,CURLY.12A,,FAME,CURLY.12A,FORB,3,2,,0,0,75,5,
1718,8/24/21,CURLY.12A,,ERLE,CURLY.12A,GRASS,2,3,,100,100,75,5,
1719,8/24/21,CURLY.12A,,MOVE,CURLY.12A,FORB,2,3,,100,100,75,5,
1720,8/24/21,CURLY.12A,,ARAD,CURLY.12A,GRASS,2,4,,100,100,75,5,
1721,8/24/21,CURLY.13A,,CURLY,CURLY.13A,GRASS,2,1,,100,100,75,5,
1722,8/24/21,CURLY.13A,,CAER,CURLY.13A,SHRUB,10,3,,0,0,75,5,
1723,8/24/21,CURLY.13A,,CHFR,CURLY.13A,FORB,2,2,,100,0,75,5,
1724,8/24/21,CURLY.13A,,ERLE,CURLY.13A,GRASS,3,4,,100,100,75,5,
1725,8/24/21,CURLY.13A,,MOVE,CURLY.13A,FORB,1,3,,100,100,75,5,
1726,8/24/21,CURLY.13A,,SIDA,CURLY.13A,FORB,2,1,,100,0,75,5,
1727,8/24/21,CURLY.13A,,ERAB,CURLY.13A,FORB,2,1,,100,100,75,5,
1728,8/24/21,CURLY.13A,,BOER,CURLY.13A,GRASS,1,2,,100,100,75,5,
1729,8/24/21,CURLY.14A,,CURLY,CURLY.14A,GRASS,1,1,,100,100,40,40,
1730,8/24/21,CURLY.14A,,CAER,CURLY.14A,SHRUB,25,4,,0,0,40,40,
1731,8/24/21,CURLY.14A,,URAR,CURLY.14A,GRASS,3,3,,100,100,40,40,
1732,8/24/21,CURLY.14A,,POUM ,CURLY.14A,FORB,1,1,,0,100,40,40,
1733,8/24/21,CURLY.14A,,FAME,CURLY.14A,FORB,0.5,1,,0,0,40,40,
1734,8/24/21,CURLY.14A,,ERLE,CURLY.14A,GRASS,1,2,,100,0,40,40,
1735,8/24/21,CURLY.14A,,EUHY,CURLY.14A,FORB,1,1,,100,100,40,40,
1736,8/24/21,CURLY.14A,,MOVE,CURLY.14A,FORB,8,10,,100,100,50,30,
1737,8/24/21,CURLY.15A,,URAR,CURLY.15A,GRASS,0.5,1,,100,100,50,30,
1738,8/24/21,CURLY.15A,,CAER,CURLY.15A,SHRUB,13,1,,0,0,50,30,
1739,8/24/21,CURLY.15A,,BOER,CURLY.15A,GRASS,2,1,,100,100,50,30,
1740,8/24/21,CURLY.15A,,ERLE,CURLY.15A,GRASS,10,8,,100,100,50,30,
1741,8/24/21,CURLY.15A,,MOVE,CURLY.15A,FORB,10,12,,100,100,50,30,
1742,8/24/21,CURLY.15A,,MATA,CURLY.15A,FORB,2,1,,100,0,50,30,
1743,8/24/21,CURLY.15A,,BOAR,CURLY.15A,GRASS,1,2,,100,100,50,30,
1744,8/24/21,CURLY.15A,,BOGR,CURLY.15A,GRASS,2,2,,100,100,50,30,
1745,8/24/21,CURLY.15A,,ARTE,CURLY.15A,GRASS,1,1,,100,0,50,30,
1746,8/24/21,CURLY.15A,,ARAD,CURLY.15A,GRASS,1,1,,100,0,50,30,
1747,8/24/21,CURLY.15A,,CURLY,CURLY.15A,GRASS,4,1,,100,100,50,30,
1463,8/19/21,CURLY.1A,,KAGR,CURLY.1A,FORB,15,2,,100,100,70,10,
1464,8/19/21,CURLY.1A,,CURLY,CURLY.1A,GRASS,5,2,,100,100,70,10,
1465,8/19/21,CURLY.1A,,ARPU,CURLY.1A,GRASS,8,7,,100,0,70,10,
1466,8/19/21,CURLY.1A,,BOAR,CURLY.1A,GRASS,8,3,,100,100,70,10,
1467,8/19/21,CURLY.1A,,URAR?,CURLY.1A,GRASS,5,3,,100,100,70,10,
1468,8/19/21,CURLY.1A,,ERLE,CURLY.1A,GRASS,5,2,,100,100,70,10,
1469,8/19/21,CURLY.1A,,BOER,CURLY.1A,GRASS,1,1,,100,100,70,10,
1470,8/19/21,CURLY.1A,,CAER,CURLY.1A,SHRUB,5,2,,0,0,70,10,
1471,8/19/21,CURLY.1A,,POOL,CURLY.1A,FORB,2,2,,0,0,70,10,
1472,8/19/21,CURLY.1A,,BUFFEL LIKE,CURLY.1A,GRASS,8,3,,100,100,70,10,
1473,8/19/21,CURLY.1A,,MOVE,CURLY.1A,FORB,8,16,,100,100,70,10,
1474,8/19/21,CURLY.1A,,MATA,CURLY.1A,FORB,2,1,,0,0,70,10,
1475,8/19/21,CURLY.1A,,FAME,CURLY.1A,FORB,3,2,,0,0,70,10,
1476,8/19/21,CURLY.1A,,EUHYSM,CURLY.1A,FORB,1,1,,100,100,70,10,
1573,8/20/21,CURLY.6A,,CURLY ,CURLY.6A,GRASS,2,1,,100,100,70,2,
1574,8/20/21,CURLY.6A,,URAR,CURLY.6A,GRASS,1,1,,100,100,70,2,
1575,8/20/21,CURLY.6A,,SIDA,CURLY.6A,FORB,3,25,,0,50,70,2,
1576,8/20/21,CURLY.6A,,ERLE,CURLY.6A,GRASS,2,2,,100,0,70,2,
1577,8/20/21,CURLY.6A,,CAER,CURLY.6A,SHRUB,7,1,,0,0,70,2,
1578,8/20/21,CURLY.6A,,MOVE,CURLY.6A,FORB,3,19,,100,100,70,2,
1579,8/20/21,CURLY.6A,,POOL,CURLY.6A,FORB,45,50,,0,0,70,2,
1580,8/20/21,CURLY.6A,,FAME,CURLY.6A,FORB,3,3,,0,0,70,2,
1581,8/20/21,CURLY.6A,,CHOLLA,CURLY.6A,CACTUS,5,1,,0,0,70,2,
1582,8/20/21,CURLY.6A,,BOAR,CURLY.6A,GRASS,1,10,,100,0,70,2,
1583,8/20/21,CURLY.6A,,ARPU,CURLY.6A,GRASS,2,4,,100,0,70,2,
1584,8/20/21,CURLY.6A,,EUHYSM,CURLY.6A,FORB,1,3,,100,100,70,2,
1585,8/20/21,CURLY.6A,,PO SHRUBBY,CURLY.6A,FORB,1,4,,0,100,70,2,
1586,8/20/21,CURLY.6A,,EVAZ,CURLY.6A,FORB,0.5,1,,100,0,70,2,
1587,8/20/21,CURLY.6A,,POUM,CURLY.6A,FORB,0.5,3,,0,0,70,2,
1588,8/20/21,CURLY.6A,,BOER,CURLY.6A,GRASS,1,1,,100,100,70,2,
1413,8/19/21,CURLY.72,,CURLY,CURLY.72,GRASS,3,1,,100,100,50,10,
1414,8/19/21,CURLY.72,,SIDA,CURLY.72,FORB,10,10,,0,100,50,10,
1415,8/19/21,CURLY.72,,URAR?,CURLY.72,GRASS,10,6,,100,100,50,10,
1416,8/19/21,CURLY.72,,BUFFEL LIKE,CURLY.72,GRASS,5,3,,100,100,50,10,
1417,8/19/21,CURLY.72,,CAER,CURLY.72,SHRUB,13,3,,0,0,50,10,
1418,8/19/21,CURLY.72,,ERLE,CURLY.72,GRASS,10,6,,100,100,50,10,
1419,8/19/21,CURLY.72,,BOGR,CURLY.72,GRASS,2,1,,100,100,50,10,
1420,8/19/21,CURLY.72,,POOL,CURLY.72,FORB,3,2,,0,100,50,10,
1421,8/19/21,CURLY.72,,MOVE,CURLY.72,FORB,2,3,,0,100,50,10,
1422,8/19/21,CURLY.72,,FAME,CURLY.72,FORB,2,3,,100,0,50,10,
1423,8/19/21,CURLY.72,,BOAR,CURLY.72,GRASS,1,3,,100,100,50,10,
1643,8/20/21,CURLY.7A,,KAGR,CURLY.7A,FORB,8,4,,75,100,65,25,
1644,8/20/21,CURLY.7A,,URAR,CURLY.7A,GRASS,3,7,,100,100,65,25,
1645,8/20/21,CURLY.7A,,CURLY,CURLY.7A,GRASS,6,4,,100,0,65,25,
1646,8/20/21,CURLY.7A,,ERLE,CURLY.7A,GRASS,3,3,,100,0,65,25,
1647,8/20/21,CURLY.7A,,BUFFEL LIKE,CURLY.7A,GRASS,6,3,,100,0,65,25,
1648,8/20/21,CURLY.7A,,MOVE,CURLY.7A,FORB,1,10,,80,100,65,25,
1649,8/20/21,CURLY.7A,,ARPU,CURLY.7A,GRASS,1,1,,100,100,65,25,
1650,8/20/21,CURLY.7A,,FAME,CURLY.7A,FORB,3,2,,0,0,65,25,
1651,8/20/21,CURLY.7A,,BOAR,CURLY.7A,GRASS,0.5,2,,100,0,65,25,
1652,8/20/21,CURLY.7A,,PO SHRUBBY,CURLY.7A,FORB,0.5,1,,0,0,65,25,
1653,8/20/21,CURLY.7A,,SIDA,CURLY.7A,FORB,2,6,,0,0,65,25,
1424,8/19/21,CURLY.880,,CURLY,CURLY.880,GRASS,5,3,,100,100,60,3,
1425,8/19/21,CURLY.880,,MOVE,CURLY.880,FORB,2,6,,100,100,60,3,
1426,8/19/21,CURLY.880,,URAR?,CURLY.880,GRASS,3,7,,100,100,60,3,
1427,8/19/21,CURLY.880,,BUFFEL LIKE,CURLY.880,GRASS,3,3,,100,100,60,3,
1428,8/19/21,CURLY.880,,MATA,CURLY.880,FORB,2,1,,100,0,60,3,
1429,8/19/21,CURLY.880,,SIDA,CURLY.880,FORB,3,5,,100,0,60,3,
1430,8/19/21,CURLY.880,,ERLE,CURLY.880,GRASS,5,3,,100,100,60,3,
1431,8/19/21,CURLY.880,,FAME,CURLY.880,FORB,5,5,,0,0,60,3,
1432,8/19/21,CURLY.880,,POOL,CURLY.880,FORB,5,2,,0,0,60,3,
1433,8/19/21,CURLY.880,,PO SHRUBBY,CURLY.880,FORB,2,1,,1100,0,60,3,
1434,8/19/21,CURLY.880,,BOAR,CURLY.880,GRASS,15,15,,100,100,60,3,
1435,8/19/21,CURLY.880,,BOER,CURLY.880,GRASS,3,2,,100,100,60,3,
1436,8/19/21,CURLY.880,,ARPU,CURLY.880,GRASS,10,4,,100,100,60,3,
1437,8/19/21,CURLY.880,,EUHY,CURLY.880,FORB,2,1,,100,100,60,3,
1654,8/20/21,CURLY.8A,,CURLY,CURLY.8A,GRASS,12,4,,100,100,50,10,
1655,8/20/21,CURLY.8A,,ARPU,CURLY.8A,GRASS,2,3,,100,100,50,10,
1656,8/20/21,CURLY.8A,,BOAR,CURLY.8A,GRASS,1,10,,100,100,50,10,
1657,8/20/21,CURLY.8A,,ERLE,CURLY.8A,GRASS,2,1,,100,0,50,10,
1658,8/20/21,CURLY.8A,,BOER,CURLY.8A,GRASS,2,4,,100,100,50,10,
1659,8/20/21,CURLY.8A,,URAR,CURLY.8A,GRASS,3,7,,100,100,50,10,
1660,8/20/21,CURLY.8A,,KAGR,CURLY.8A,FORB,8,1,,100,100,50,10,
1661,8/20/21,CURLY.8A,,FAME,CURLY.8A,FORB,6,5,,0,0,50,10,
1662,8/20/21,CURLY.8A,,BUFFEL LIKE,CURLY.8A,GRASS,10,3,,100,0,50,10,
1663,8/20/21,CURLY.8A,,SIDA,CURLY.8A,FORB,3,15,,0,0,50,10,
1664,8/20/21,CURLY.8A,,MOVE,CURLY.8A,FORB,2,6,,100,100,50,10,
1665,8/20/21,CURLY.8A,,POOL,CURLY.8A,FORB,2,2,,0,0,50,10,
1666,8/20/21,CURLY.8A,,PO SHRUBBY,CURLY.8A,FORB,1,1,,0,0,50,10,
